Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	CRC_1 Spectral Count	CRC_11 Spectral Count	CRC_13 Spectral Count	CRC_15 Spectral Count	CRC_16 Spectral Count	CRC_19 Spectral Count	CRC_2 Spectral Count	CRC_20 Spectral Count	CRC_21 Spectral Count	CRC_4 Spectral Count	CRC_5 Spectral Count	CRC_6 Spectral Count	CRC_8 Spectral Count	CRC_9 Spectral Count	Control_1 Spectral Count	Control_11 Spectral Count	Control_13 Spectral Count	Control_15 Spectral Count	Control_16 Spectral Count	Control_19 Spectral Count	Control_2 Spectral Count	Control_20 Spectral Count	Control_21 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Control_8 Spectral Count	Control_9 Spectral Count	CRC_1 Unique Spectral Count	CRC_11 Unique Spectral Count	CRC_13 Unique Spectral Count	CRC_15 Unique Spectral Count	CRC_16 Unique Spectral Count	CRC_19 Unique Spectral Count	CRC_2 Unique Spectral Count	CRC_20 Unique Spectral Count	CRC_21 Unique Spectral Count	CRC_4 Unique Spectral Count	CRC_5 Unique Spectral Count	CRC_6 Unique Spectral Count	CRC_8 Unique Spectral Count	CRC_9 Unique Spectral Count	Control_1 Unique Spectral Count	Control_11 Unique Spectral Count	Control_13 Unique Spectral Count	Control_15 Unique Spectral Count	Control_16 Unique Spectral Count	Control_19 Unique Spectral Count	Control_2 Unique Spectral Count	Control_20 Unique Spectral Count	Control_21 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Control_8 Unique Spectral Count	Control_9 Unique Spectral Count	CRC_1 Total Spectral Count	CRC_11 Total Spectral Count	CRC_13 Total Spectral Count	CRC_15 Total Spectral Count	CRC_16 Total Spectral Count	CRC_19 Total Spectral Count	CRC_2 Total Spectral Count	CRC_20 Total Spectral Count	CRC_21 Total Spectral Count	CRC_4 Total Spectral Count	CRC_5 Total Spectral Count	CRC_6 Total Spectral Count	CRC_8 Total Spectral Count	CRC_9 Total Spectral Count	Control_1 Total Spectral Count	Control_11 Total Spectral Count	Control_13 Total Spectral Count	Control_15 Total Spectral Count	Control_16 Total Spectral Count	Control_19 Total Spectral Count	Control_2 Total Spectral Count	Control_20 Total Spectral Count	Control_21 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Control_8 Total Spectral Count	Control_9 Total Spectral Count	CRC_1 Intensity	CRC_11 Intensity	CRC_13 Intensity	CRC_15 Intensity	CRC_16 Intensity	CRC_19 Intensity	CRC_2 Intensity	CRC_20 Intensity	CRC_21 Intensity	CRC_4 Intensity	CRC_5 Intensity	CRC_6 Intensity	CRC_8 Intensity	CRC_9 Intensity	Control_1 Intensity	Control_11 Intensity	Control_13 Intensity	Control_15 Intensity	Control_16 Intensity	Control_19 Intensity	Control_2 Intensity	Control_20 Intensity	Control_21 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Control_8 Intensity	Control_9 Intensity	CRC_1 MaxLFQ Intensity	CRC_11 MaxLFQ Intensity	CRC_13 MaxLFQ Intensity	CRC_15 MaxLFQ Intensity	CRC_16 MaxLFQ Intensity	CRC_19 MaxLFQ Intensity	CRC_2 MaxLFQ Intensity	CRC_20 MaxLFQ Intensity	CRC_21 MaxLFQ Intensity	CRC_4 MaxLFQ Intensity	CRC_5 MaxLFQ Intensity	CRC_6 MaxLFQ Intensity	CRC_8 MaxLFQ Intensity	CRC_9 MaxLFQ Intensity	Control_1 MaxLFQ Intensity	Control_11 MaxLFQ Intensity	Control_13 MaxLFQ Intensity	Control_15 MaxLFQ Intensity	Control_16 MaxLFQ Intensity	Control_19 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_20 MaxLFQ Intensity	Control_21 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Control_8 MaxLFQ Intensity	Control_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0A0B4J2D9|KVD13_HUMAN	A0A0B4J2D9	KVD13_HUMAN	IGKV1D-13	117	Homo sapiens	3:Protein inferred from homology	Immunoglobulin kappa variable 1D-13	0.9376	0.999	1	6	0	6	0.008547008547008548	0.05128205128205128	0.0	0.05128205128205128	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	24201086.0	0.0	0.0	0.0	0.0	0.0	0.0	33421640.0	0.0	0.0	0.0	0.0	0.0	0.0	15593559.0	0.0	0.0	0.0	0.0	0.0	0.0	33866200.0	0.0	0.0	0.0	0.0	0.0	0.0	24201086.0	0.0	0.0	0.0	0.0	0.0	0.0	33421640.0	0.0	0.0	0.0	0.0	0.0	0.0	15593559.0	0.0	0.0	0.0	0.0	0.0	0.0	33866200.0	sp|P0DP09|KV113_HUMAN
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.9987	0.9956	2	14	14	44	0.017241379310344827	0.1206896551724138	0.1206896551724138	0.3793103448275862	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	2	2	1	2	1	3	2	1	2	1	1	2	1	1	1	2	2	2	2	1	2	1	2	2	2	2	0	1	37413308.0	24513226.0	15233440.0	19730344.0	6072555.0	20188152.0	28466126.0	3154103.0	37444464.0	30789330.0	0.0	26705724.0	0.0	12168044.0	5892447.5	31601380.0	14497786.0	19690266.0	0.0	21093652.0	23254980.0	7566045.0	0.0	26438530.0	0.0	17777826.0	0.0	27174170.0	37413308.0	24513226.0	15233440.0	19730344.0	6072555.0	20188152.0	28466126.0	3154103.0	37444464.0	30789330.0	0.0	26705724.0	0.0	12168044.0	5892447.5	31601380.0	14497786.0	19690266.0	0.0	21093652.0	23254980.0	7566045.0	0.0	26438530.0	0.0	17777826.0	0.0	27174170.0	
sp|A0A0C4DH29|HV103_HUMAN	A0A0C4DH29	HV103_HUMAN	IGHV1-3	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-3	0.9996	0.9989	2	1	1	34	0.017094017094017096	0.008547008547008548	0.008547008547008548	0.2905982905982906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	0	1	2	2	2	2	0	1	2	0	0	1	2	1	2	2	2	2	0	2	0	1	1	0	0	0.0	5552645.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5908568.5	0.0	0.0	0.0	0.0	0.0	0.0	5552645.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5908568.5	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH31|HV118_HUMAN	A0A0C4DH31	HV118_HUMAN	IGHV1-18	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-18	1.0	0.999	2	19	5	19	0.017094017094017096	0.1623931623931624	0.042735042735042736	0.1623931623931624	0	1	1	1	0	2	0	0	3	0	1	1	0	0	0	1	1	1	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	3	0	1	1	0	0	0	1	1	1	1	1	0	1	2	0	1	0	0	0	22678882.0	14524629.0	24829114.0	22150252.0	18090342.0	35754272.0	25375232.0	18327822.0	76741448.0	37324032.0	27210904.0	33878896.0	25425278.0	26969546.0	19053358.0	25054768.0	27138470.0	28637954.0	27014304.0	35773844.0	21421732.0	39670992.0	62840512.0	32117918.0	0.0	29779214.0	16733207.0	37036704.0	22678882.0	14524629.0	24829114.0	22150252.0	18090342.0	29355946.0	25375232.0	18327822.0	65458584.0	37324032.0	27210904.0	33878896.0	25425278.0	26969546.0	19053358.0	25054768.0	27138470.0	28637954.0	27014304.0	35773844.0	21421732.0	39670992.0	50549468.0	32117918.0	0.0	29779214.0	16733207.0	37036704.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.999	4	14	4	14	0.03418803418803419	0.11965811965811966	0.03418803418803419	0.11965811965811966	0	0	1	0	0	4	0	0	2	1	0	1	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	2	1	0	1	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	41817024.0	0.0	0.0	34701464.0	3504310.0	4057168.0	12539594.0	0.0	0.0	0.0	7894384.5	0.0	5073092.5	3416676.2	0.0	0.0	0.0	25361398.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14176029.0	0.0	0.0	27573604.0	3504310.0	4057168.0	12539594.0	0.0	0.0	0.0	7894384.5	0.0	5073092.5	3416676.2	0.0	0.0	0.0	20201298.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461_HUMAN	IGHV4-61	118	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 4-61	1.0	0.999	2	46	0	46	0.01694915254237288	0.3898305084745763	0.0	0.3898305084745763	2	1	1	1	1	4	1	1	3	2	3	3	1	1	2	3	1	1	3	1	1	0	5	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	4	1	1	3	2	3	3	1	1	2	3	1	1	3	1	1	0	5	0	0	2	0	2	69189224.0	46693144.0	47147200.0	11285134.0	16231992.0	85350280.0	100956824.0	28351188.0	230553824.0	35433176.0	7269191.5	52087044.0	39315252.0	65360208.0	29414620.0	49945564.0	21084518.0	18599696.0	60656760.0	70687736.0	67940064.0	33977968.0	166965456.0	65529608.0	0.0	64852680.0	8374499.5	88390712.0	36667884.0	24573488.0	25595112.0	13261155.0	8898100.0	37056932.0	44081756.0	14247215.0	96843704.0	27876264.0	16327989.0	37313044.0	15194416.0	29832374.0	16474944.0	39608688.0	24776406.0	21856494.0	26392878.0	36468204.0	38085888.0	24670162.0	71396408.0	26678014.0	0.0	27469956.0	9840870.0	44636660.0	sp|P01824|HV439_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P0DP08|HVD82_HUMAN
sp|A0A0C4DH67|KV108_HUMAN	A0A0C4DH67	KV108_HUMAN	IGKV1-8	115	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-8	1.0	0.999	2	5	2	5	0.017391304347826087	0.043478260869565216	0.017391304347826087	0.043478260869565216	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	15302280.0	0.0	0.0	27423378.0	6799893.5	0.0	0.0	0.0	9949955.0	0.0	5299564.5	0.0	0.0	8551833.0	6341828.0	0.0	0.0	13853115.0	8446957.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10230406.0	0.0	0.0	27423378.0	6799893.5	0.0	0.0	0.0	9949955.0	0.0	5299564.5	0.0	0.0	8551833.0	6341828.0	0.0	0.0	13853115.0	8446957.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH72|KV106_HUMAN	A0A0C4DH72	KV106_HUMAN	IGKV1-6	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-6	1.0	0.999	1	14	0	14	0.008547008547008548	0.11965811965811966	0.0	0.11965811965811966	1	1	0	1	0	1	0	1	3	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	3	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	6551603.5	14453491.0	9222834.0	4235452.0	0.0	15589513.0	0.0	8568180.0	72455576.0	18136114.0	7992149.5	15813196.0	8445586.0	9673336.0	0.0	3988728.8	0.0	0.0	13625925.0	14698402.0	0.0	0.0	28563348.0	0.0	0.0	0.0	0.0	0.0	6551603.5	14453491.0	9222834.0	4235452.0	0.0	15589513.0	0.0	8568180.0	58121036.0	18136114.0	7992149.5	15813196.0	8445586.0	9673336.0	0.0	3988728.8	0.0	0.0	13625925.0	14698402.0	0.0	0.0	22955122.0	0.0	0.0	0.0	0.0	0.0	sp|A0A0C4DH73|KV112_HUMAN, sp|P01597|KV139_HUMAN, sp|P01611|KVD12_HUMAN, sp|P04432|KVD39_HUMAN
sp|A0A0U1RRL7|MMPOS_HUMAN	A0A0U1RRL7	MMPOS_HUMAN	MMP24OS	71	Homo sapiens	1:Experimental evidence at protein level	Protein MMP24OS	0.8646	0.9976	1	1	1	1	0.014084507042253521	0.014084507042253521	0.014084507042253521	0.014084507042253521	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A1B0GTU1|ZC11B_HUMAN	A0A1B0GTU1	ZC11B_HUMAN	ZC3H11B	805	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCCH domain-containing protein 11B	0.9384	0.999	1	1	0	1	0.0012422360248447205	0.0012422360248447205	0.0	0.0012422360248447205	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1473382.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|O75152|ZC11A_HUMAN, sp|P0DQW0|ZC11C_HUMAN
sp|A0AV96|RBM47_HUMAN	A0AV96	RBM47_HUMAN	RBM47	593	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 47	1.0	0.999	2	15	13	15	0.003372681281618887	0.025295109612141653	0.021922428330522766	0.025295109612141653	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	2	0	2	2	1	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	2	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	2	0	2	2	1	0	0	2	0	0	0	0	0	15814043.0	2953289.5	2702214.2	12702750.0	2600948.8	0.0	0.0	15717112.0	0.0	0.0	4433376.5	0.0	0.0	0.0	5796842.5	5694256.5	0.0	19901088.0	6337112.5	0.0	0.0	0.0	15478845.0	0.0	0.0	0.0	0.0	0.0	7629744.5	3907934.5	3575699.8	4952000.0	3441700.2	0.0	0.0	6528906.5	0.0	0.0	5866457.0	0.0	0.0	0.0	7670660.5	7534913.5	0.0	9810583.0	8385571.5	0.0	0.0	0.0	7044181.5	0.0	0.0	0.0	0.0	0.0	
sp|A0FGR8|ESYT2_HUMAN	A0FGR8	ESYT2_HUMAN	ESYT2	921	Homo sapiens	1:Experimental evidence at protein level	Extended synaptotagmin-2	1.0	0.999	5	30	30	30	0.0054288816503800215	0.03257328990228013	0.03257328990228013	0.03257328990228013	0	3	2	2	2	1	2	3	1	2	3	0	2	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	3	2	2	2	1	2	3	1	2	3	0	2	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	3	2	2	2	1	2	3	1	2	3	0	2	2	1	1	0	0	1	1	0	0	1	0	0	0	0	0	6339614.5	17894464.0	23305888.0	31501814.0	19075824.0	16375610.0	21292600.0	39646344.0	15365290.0	18516798.0	21666850.0	6552386.0	24635336.0	28689508.0	17831694.0	13136682.0	15713596.0	2288738.0	9571607.0	21898640.0	17030530.0	19901940.0	19440312.0	8384842.0	0.0	0.0	22670990.0	0.0	6600215.0	7961894.5	7185808.0	13064253.0	7161783.5	6101916.5	13831577.0	13774299.0	9494087.0	8789617.0	6822708.5	6821732.5	9109745.0	18546784.0	10940370.0	8532688.0	10158052.0	3868651.5	6027700.5	14200562.0	10585591.0	11895292.0	5895581.0	8729515.0	0.0	0.0	14670964.0	0.0	
sp|A1L0T0|HACL2_HUMAN	A1L0T0	HACL2_HUMAN	ILVBL	632	Homo sapiens	1:Experimental evidence at protein level	2-hydroxyacyl-CoA lyase 2	1.0	0.9988	3	18	18	18	0.004746835443037975	0.028481012658227847	0.028481012658227847	0.028481012658227847	3	0	1	1	1	2	0	0	0	1	3	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	1	2	0	0	0	1	3	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	1	2	0	0	0	1	3	2	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	9617270.0	12473958.0	9645178.0	9096729.0	10609904.0	6171009.0	1517157.8	9564844.0	0.0	1044475.94	16895662.0	16058569.0	8924228.0	9347302.0	17336630.0	8362795.0	14633518.0	16348922.0	16909794.0	17980574.0	0.0	16452225.0	1072328.5	0.0	0.0	4627873.0	3023514.5	0.0	5948845.0	6361166.0	5020729.5	4620674.0	7009946.5	5070416.5	5588702.5	5595019.5	0.0	3847500.8	9033770.0	8149130.5	7063522.5	7142290.0	7164306.0	5396094.5	9258278.0	4135085.8	7771780.0	7400346.5	0.0	11150841.0	3950100.2	0.0	0.0	3536166.0	11137618.0	0.0	
sp|A3KMH1|VWA8_HUMAN	A3KMH1	VWA8_HUMAN	VWA8	1905	Homo sapiens	1:Experimental evidence at protein level	von Willebrand factor A domain-containing protein 8	1.0	0.9976	3	4	4	4	0.0015748031496062992	0.002099737532808399	0.002099737532808399	0.002099737532808399	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	9672006.0	16383502.0	0.0	0.0	0.0	5585125.0	0.0	2628772.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6648862.0	8613618.0	0.0	0.0	0.0	6315574.5	0.0	2583021.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A4D1E9|GTPBA_HUMAN	A4D1E9	GTPBA_HUMAN	GTPBP10	387	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 10	0.8847	0.998	1	2	2	2	0.002583979328165375	0.00516795865633075	0.00516795865633075	0.00516795865633075	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	3134473.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5A3E0|POTEF_HUMAN	A5A3E0	POTEF_HUMAN	POTEF	1075	Homo sapiens	1:Experimental evidence at protein level	POTE ankyrin domain family member F	1.0	0.9977	11	28	28	1164	0.010232558139534883	0.026046511627906978	0.026046511627906978	1.0827906976744186	1	1	0	0	3	0	0	0	2	1	0	3	0	0	1	0	0	0	1	0	1	1	0	1	7	5	0	0	1	1	0	0	3	0	0	0	2	1	0	3	0	0	1	0	0	0	1	0	1	1	0	1	7	5	0	0	27	33	28	28	65	38	42	44	42	31	32	45	29	32	52	41	57	20	32	51	35	67	35	54	58	61	55	30	8975684.0	0.0	0.0	0.0	89015528.0	0.0	81115264.0	0.0	12756838.0	12306931.0	6154225.0	0.0	11840429.0	0.0	135955440.0	0.0	0.0	0.0	0.0	101267040.0	0.0	0.0	0.0	0.0	97013240.0	129406440.0	272863072.0	61388744.0	8975684.0	0.0	0.0	0.0	89015528.0	0.0	70906608.0	0.0	12756838.0	12306931.0	6154225.0	0.0	11840429.0	0.0	135955440.0	0.0	0.0	0.0	0.0	101267040.0	0.0	0.0	0.0	0.0	68891688.0	114797632.0	272863072.0	61388744.0	
sp|A6NHR9|SMHD1_HUMAN	A6NHR9	SMHD1_HUMAN	SMCHD1	2005	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	1.0	0.9987	2	2	2	2	0.000997506234413965	0.000997506234413965	0.000997506234413965	0.000997506234413965	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	3283325.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NI72|NCF1B_HUMAN	A6NI72	NCF1B_HUMAN	NCF1B	391	Homo sapiens	5:Protein uncertain	Putative neutrophil cytosol factor 1B	1.0	0.999	5	15	0	15	0.01278772378516624	0.03836317135549872	0.0	0.03836317135549872	2	0	1	0	0	6	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	6	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	16206190.0	9531306.0	14953485.0	10979700.0	0.0	48963024.0	0.0	6102362.5	16509515.0	6936210.0	0.0	0.0	8790205.0	14948780.0	0.0	7966063.0	15832473.0	13634741.0	6487203.5	13075560.0	0.0	0.0	13789637.0	19881240.0	0.0	0.0	9120967.0	0.0	16206190.0	9531306.0	14953485.0	10979700.0	0.0	22036890.0	0.0	6102362.5	16509515.0	6936210.0	0.0	0.0	8790205.0	14948780.0	0.0	7966063.0	15832473.0	13634741.0	6487203.5	13075560.0	0.0	0.0	13789637.0	19881240.0	0.0	0.0	9120967.0	0.0	sp|P14598|NCF1_HUMAN
sp|A8K2U0|A2ML1_HUMAN	A8K2U0	A2ML1_HUMAN	A2ML1	1454	Homo sapiens	1:Experimental evidence at protein level	Alpha-2-macroglobulin-like protein 1	1.0	0.994	2	2	2	2	0.001375515818431912	0.001375515818431912	0.001375515818431912	0.001375515818431912	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10867709.0	0.0	0.0	0.0	10517421.0	0.0	0.0	1490409.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10867709.0	0.0	0.0	0.0	10517421.0	0.0	0.0	1490409.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
